微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
OuwLrkK5G,"转发理由:#微博辟谣# 西双版纳州网警法查处3名散布汛情谣言人员  
原始用户: 西双版纳网警
转发内容: 谣言闻“汛”而来！网警闻令而动！2024年7月底，云南省西双版纳州连日强降雨，多地不同程度受灾，在全州上下积极投身救灾工作之际，个别网民为吸引流量博取关注，故意编造不实信息、散布汛情谣言。西双版纳州网警闻令而动，依法查处3名造谣人员，全力保障防汛工作有序开展。“移花接木”造谣人员伤亡7月31日，一网民在某平台发布视频称“天天下雨，求求老天爷不要再下雨了”并配上“一女子俯卧在泥土地上”的图片，在面对网民询问“人没事吧”时，表示，“已经没了，这几天雨水太多了，出门注意安全”。经西双版纳州有关部门核实，全州未发生因汛灾造成人员伤亡的事件。西双版纳州网警依法将视频发布者玉某某传唤至公安机关接受调查，经询问，其如实交代了为吸粉引流、博取关注，将网上找到的一段省外事故视频编辑后发布至网上的事实。目前，玉某某已被公安机关依法处以行政处罚。  “拼凑剪接”夸大受灾情况8月1日，一网民在某平台发布一段某村庄房屋被汹涌洪水淹没，相关部门开展救援，并定位西双版纳傣族自治州的视频称，“老天爷不要再下了，我们美好的家园已经面目全非了”。后另一网民将该视频重新用傣语配音后转发，引发网民关注讨论。图片经核实，上述村庄房屋被洪水淹没内容为省外受灾情况。西双版纳州网警依法将视频发布者玉某和岩某传唤至公安机关接受调查。经查，玉某为吸粉引流、博取关注，故意将省外洪涝灾害视频和西双版纳强降雨情况拼接剪辑在一起发布至网上，岩某明知该视频与实际情况不符，仍将视频重新配上傣语解说进行转发。目前，岩某、沙某已被公安机关依法予以行政处罚。   涉汛情灾情类网络谣言的几种情形： 一是编造汛情灾情。造谣者通过视频嫁接、图片拼凑等手段，捏造暴雨、内涝、滑坡、泥石流等灾情信息，并将位置定位在灾害发生地，具有迷惑性，容易让人信以为真。二是夸大灾情险情。此类谣言主要通过捏造数据、刻画细节、绑架“官方”等伎俩，夸大灾情险情，增强谣言的“可信度”。较为常见的是利用耸人听闻的伤亡数据捏造受灾严重的假象，导致人心惶惶。三是捏造救援救助信息。灾害发生后，物资调拨、人员搜救、群众转移等抢险救援情况被主流媒体报道，相关谣言趁机流窜，成为传播主旋律中的杂音。四是涉防灾减灾的“伪科学”信息。此类谣言几乎年年出现，可谓是“老掉牙”谣言，虽经反复辟谣仍像牛皮癣一样不断出现，甚至还有个别网民以“亲身经历”佐证谣言“属实”。面对汛情，更需要广大群众万众一心、众志成城，全力以赴做好防汛救灾各项工作，而个别网民为了博关注、蹭流量、恶意编造发布谣言混淆视听实属不该。网络不是法外之地，广大网民应自觉遵守法律法规，不造谣、不信谣、不传谣；对于在网上蓄意编造、传播散布谣言、扰乱社会秩序的行为，公安机关将坚决依法查处。 [组图共2张] 原图 ",,无,"https://ww4.sinaimg.cn/large/006sOHbCgy1ht4s2wh1dzj308w0coada.jpg,https://ww3.sinaimg.cn/large/006sOHbCgy1ht4s3025tjj30fb0q8n4u.jpg",False,无,无,2024-08-29 17:19,微博网页版,1,1,0
OuwHu7xBi,"转发理由:#微博辟谣# 网传南坪有人抢劫银行？旧闻翻炒！  
原始用户: 南岸辟谣
转发内容: #南岸辟谣# 【网传南坪有人抢劫银行？旧闻翻炒！】近日，某网友发视频称“南坪某银行抢银行”。经核实，网传视频为旧闻翻炒，该事件发生在2022年7月25日，嫌疑人夏某进入某银行滋扰，后被民警保安迅速控制带离。南岸辟谣提醒您：不造谣、不信谣、不传谣，共同营造清朗网络空间！@重庆辟谣  原图 ",,无,https://wx2.sinaimg.cn/large/008BAOysgy1ht4slr1ucej30u01vqjxz.jpg,False,无,无,2024-08-29 17:10,微博网页版,0,0,0
OuwDueDPm,"转发理由:#微博辟谣# 网传重庆9月1日摩托车可以上高速系谣言  
原始用户: 重庆发布
转发内容: #重庆辟谣#【#网传重庆9月1日摩托车可以上高速系谣言#！】近日，某网民发布视频并称“9月1日摩托车可上重庆高速公路”，引发关注。经核实，重庆禁止摩托车在高速公路和城市快速道路上行驶，网传信息系谣言。经核实，根据《重庆市公路管理条例》第三十一条规定：在高速公路、高速公路用地范围内，禁止非机动车、摩托车、拖拉机、轮式专用机械车、铁轮车、履带车和可能损害路面的机具行驶；第六十四条规定：在高速公路行驶摩托车或者随意上下乘客、装卸货物、停放车辆的，由公安机关交通管理部门责令停止违法行为，处警告或者二十元以上两百元以下罚款。目前，谣言线索已转交相关部门对造谣者进行进一步调查处置。9月13日至16日，第二十二届中国国际摩托车博览会将在重庆国际博览中心举行。网民编造“9月1日摩托车可上重庆高速公路”谣言混淆视听，易误导公众、扰乱公共秩序。@重庆辟谣 [组图共2张] 原图 ",,无,"https://ww3.sinaimg.cn/large/002azhE2ly1ht4qusrrt9j60wi1mrtiz02.jpg,https://ww2.sinaimg.cn/large/002azhE2ly1ht4qusfji5j60u00bbq3n02.jpg",False,无,无,2024-08-29 17:00,微博网页版,1,3,0
Ouw4R6qWR,"转发理由:#微博辟谣# 青岛警方通报4起打击网络谣言典型案例  
原始用户: 信网辟谣
转发内容: 【青岛警方通报4起打击网络谣言典型案例】近期，个别网民为博眼球，断章取义、歪曲事实，导致各类网络谣言频出，带偏了舆论节奏，严重影响了健康文明的网络氛围。 网页链接  原图 ",,无,https://wx2.sinaimg.cn/large/006utZgYly8ht4p6q4phoj30j61pdn6a.jpg,False,无,无,2024-08-29 15:34,微博网页版,1,2,0
OuvZ0ykei,#微博辟谣# 微博谣言治理公告（三十七）微博一直致力于营造安全、文明、友善的社区生态环境，长期以来秉持严厉态度对网络谣言予以坚决打击。为进一步加强对站内不实信息的有效治理，站方持续开展网络谣言专项治理工作，现将双周（8.12-8.25）治理情况公示如下：站方依据《微博社区公约》等相关规定，对巡查发现到的“杭州保安逼迫女大学生外卖员下跪，在现场的外卖骑手集体被封号”、“‘千字文集团总裁’高调炫权”、“河南漯河遇害女法官开豪车”等51类在全网流传的典型谣言予以辟除，共清理相关违规内容6088条，处置账号53个。其中，对最早发布相关谣言的微博账号@小吴郎@Gardenia19930124@请问你有橘猫吗 予以关闭账号处置。站方将积极履行主体责任，不断完善微博辟谣工作机制，强化信息识别，加大溯源力度，对谣言信息及时打标签加以引导，对违规账号从严快速予以处置。同时也呼吁广大用户，理性讨论，友善发言，不造谣、不信谣、不传谣，与站方一道维护风清气正的网络环境。发现相关违规线索，用户可通过前台举报投诉入口和@微博管理员 方式进行举报，我们将及时予以处置。#微博社区公告# ,,无,无,True,无,无,2024-08-29 15:20,微博网页版,151,35,38
OuvTjpolR,"转发理由:#微博辟谣# 曹县籍网民孙某未经核实发布不实信息被依法行政拘留  
原始用户: 曹县网警
转发内容: 曹县公安警情通报  原图 ",,无,https://wx1.sinaimg.cn/large/006qf56gly1ht4lgxtfmrj30cu0j5wjm.jpg,False,无,无,2024-08-29 15:06,微博网页版,2,2,0
OuvFRjrBd,"转发理由:#微博辟谣# 曹县籍网民彭某在某短视频平台发布虚假信息被行政处罚  
原始用户: 曹县网警
转发内容: 曹县公安警情通报  原图 ",,无,https://wx1.sinaimg.cn/large/006qf56gly1ht4lf2qdrzj30cs0k179t.jpg,False,无,无,2024-08-29 14:33,微博网页版,0,2,0
OuvBIln9e,"转发理由:#微博辟谣# 网传重庆红绿灯热燃了系谣言  
原始用户: 重庆辟谣
转发内容: #重庆辟谣##联合辟谣# 【网传#重庆红绿灯热燃了系谣言#】8月27日，某网民发布视频并配文“最近别来重庆旅游，红绿灯都热燃了”，引发关注。经核实，重庆近期未发生此类事件，网传信息系谣言。经向警方核实，网传视频实为2017年7月17日上午外省某地一处路口红绿灯高温自燃的画面，消防部门迅速将明火扑灭。某网民将该事件“移花接木”，恶意编造“重庆红绿灯热燃了”谣言。目前，谣言线索已转交相关部门对造谣者进行进一步调查处置 。@中国互联网联合辟谣平台 @微博辟谣 [组图共2张] 原图 ",,无,"https://ww4.sinaimg.cn/large/008B71pbly1ht4ld7zc6ej30x51hgand.jpg,https://ww4.sinaimg.cn/large/008B71pbly1ht4lflgn4yj30hu0dmwj6.jpg",False,无,无,2024-08-29 14:23,微博网页版,0,4,0
Ouvw3Bq7P,"转发理由:#微博辟谣# 黔西一网民网上发布不实信息被处罚  
原始用户: 毕节网警
转发内容: 【《黔西一网民网上发布不实信息被处罚》 】近日，黔西市公安局网安部门与林泉派出所通力合作，查处一起网上发布不实信息案，对违法行为人卢某依法予以行政处罚。 黔西一网民网上发布不实信息被处罚  ",,无,无,False,无,无,2024-08-29 14:09,微博网页版,0,1,0
OuvhauqZc,"转发理由:#微博辟谣# 资阳有人网赌输钱跳楼？系两未成年人剧情演绎  
原始用户: 资阳观察
转发内容: #资阳辟谣#【资阳有人网赌输钱跳楼？系两未成年人剧情演绎】近日，@资阳网警 巡查发现，某网络平台流传一则“资阳一男子因网赌输钱跳楼自杀”视频，引发舆论关注。经查证，陈某（男，16岁）和陶某某（男，16岁）为博取舆论关注，编造“因网赌输钱跳楼自杀”剧情。实为陶某某从天台护栏跳向护栏外宽约0.6米平台。因涉嫌散布谣言扰乱公共秩序，@资阳警方 高新技术产业园区分局依法对两人传唤调查并进行批评教育。两人对违法行为供认不讳，主动删除相关虚假视频并保证不再在网上散布谣言信息。#微博辟谣##联合辟谣#@中国互联网联合辟谣平台 @四川举报辟谣 原图 ",,无,https://wx1.sinaimg.cn/large/88489cbegy1ht4j97hbhbj20u00t5aet.jpg,False,无,无,2024-08-29 13:32,微博网页版,1,3,0
OuuX1ymW8,"转发理由:#微博辟谣#【熊猫斩谣（2024年8月28日）】  
原始用户: 四川举报辟谣
转发内容: #四川云辟谣# 【熊猫斩谣（2024年8月28日）】#微博辟谣#喝红酒能软化血管？防晒霜的防晒指数越高，防晒效果越好？开学第一课：谨防骗子“冲业绩”！今天有没有你相信的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。   熊猫斩谣（2024年8月28日）  ",,无,无,False,无,无,2024-08-29 12:42,微博网页版,0,0,0
OuuzqbhI0,"转发理由:#微博辟谣# 多吃皂角米能美容养颜？这种说法不正确  
原始用户: 科学辟谣
转发内容: #微博辟谣#【多吃皂角米能美容养颜？这种说法不正确】皂角米熬煮后之所以黏稠，是因为它含有一种非淀粉多糖，这是一种水溶性的膳食纤维，吃它并没有美容养颜的作用，但对于肠道健康有一些益处，可以一定程度缓解和预防便秘。此外，它饱腹感强，对控制体重和减肥会有一些帮助。@微博辟谣  http://t.cn/A6RxL3DE ",,无,无,False,无,无,2024-08-29 11:44,微博网页版,2,2,0
Ouu9N8AZy,"转发理由:#微博辟谣# 传播恐慌博流量，一男子在网络平台随意发布灾难类不实信息被处罚！  
原始用户: 安丘公安
转发内容: 以案释法∣传播恐慌博流量，一男子在网络平台随意发布灾难类不实信息被处罚！案件分享：近日，安丘市公安局兴安派出所民警在核查网络线索时，发现一呢称为“戏**生”的网民，在某网络平台发布“江苏省一楼房倒塌”的灾害类视频作品，引发众多网友围观评论。经核实，该在网络平台帐号发布的“江苏倒塌楼房”影像系台湾省花莲县地震倒塌的楼房实况，经鉴定确认为不实信息。经立案侦查，“戏**生”真实身份为我市某镇网民张某。张某为博流量，未经核实确认即随意自互联网下载发布灾难类不实信息，引发网民恐慌，造成一定负面影响，涉嫌虚构事实扰乱公共秩序。安丘市公安局依据《中华人民共和国治安管理处罚法》第二十五条第（一）项之规定，对张某依法予以了行政处罚。网警普法：《治安管理处罚法》第二十五条规定：有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。（一）散布谣言，谎报险情、疫情、警情或者以其他方法故意扰乱公共秩序的；（二）投放虚假的爆炸性、毒害性、放射性、腐蚀性物质或者传染病病原体等危险物质扰乱公共秩序的；（三）扬言实施放火、爆炸、投放危险物质扰乱公共秩序的。公安机关提醒您：网络不是法外之地，广大网民要自觉抵制网络谣言，自觉约束和规范自身网络行为，依法依规文明上网，理性发言。对网上编造、传播谣言，扰乱公共秩序的违法犯罪行为，公安机关将坚决依法严厉打击。 ",,无,无,False,无,无,2024-08-29 10:41,微博网页版,0,1,0
Oup5a0TwG,"转发理由:#微博辟谣# 2024年度上半年社会民生领域网络辟谣榜丨视频版  
原始用户: 中国互联网联合辟谣平台
转发内容: 【2024年度上半年社会民生领域网络辟谣榜】8月28日，以“深化联动辟谣 共建网络文明”为主题的2024年中国网络文明大会网络辟谣论坛在四川成都举行。针对2024年上半年食品安全、应急安全、生态环境、公共政策等群众关切的社会民生领域谣言和误区，中央网信办举报中心联合中国科协科普部在会上共同发布了《2024年度上半年社会民生领域网络辟谣榜》。#联合辟谣##微博辟谣#详戳↓↓↓http://t.cn/A6Rx8K4K ",,无,无,False,无,无,2024-08-28 21:46,无,0,0,0
OuoXwkiUR,"转发理由:#微博辟谣# 2024年度上半年社会民生领域网络辟谣榜  
原始用户: 中国互联网联合辟谣平台
转发内容: #联合辟谣##微博辟谣#【2024年度上半年社会民生领域网络辟谣榜】义务教育教学改革实验区“缩短学制”“取消中考”？单次住院不能超过15天，否则医保无法报销？国家发放2024年乡村振兴扶贫补贴？扫码可领“2024年个人劳动补贴”？收到“国债发放通知书”便有机会申请提款288万？……8月28日，以“深化联动辟谣 共建网络文明”为主题的2024年中国网络文明大会网络辟谣论坛在四川成都举行。针对2024年上半年食品安全、应急安全、生态环境、公共政策等群众关切的社会民生领域谣言和误区，中央网信办举报中心联合中国科协科普部在会上共同发布了《2024年度上半年社会民生领域网络辟谣榜》。详戳↓↓↓ 原图 ",,无,https://wx3.sinaimg.cn/large/0077EbVbly1ht3txaiimmj30prbd2hdv.jpg,False,无,无,2024-08-28 21:27,无,0,0,0
