微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Nzlob757h,"转发理由:#微博辟谣# 钟楼举办跨年活动？鲤城紧急辟谣！  
原始用户: 泉州网警
转发内容: 【钟楼举办跨年活动？鲤城紧急辟谣！】近日，一则关于“2024年泉州跨年活动”的消息在抖音等网络平台上疯传，内容提及“2023年，鲤城区西街钟楼将举办跨年倒计时和灯光秀。”记者向鲤城区相关部门核实，鲤城区并无计划在钟楼举办此类活动。目前，公安机关已约谈部分不实信息发布者。请广大市民通过权威媒体、官方渠道了解相关活动信息，不信谣、不传谣！ [组图共5张] 原图 ",,无,"http://ww3.sinaimg.cn/large/b87199e7ly1hl9ss1rq60j212v0xvgq3.jpg,http://ww2.sinaimg.cn/large/b87199e7ly1hl9ss1s7wgj212e0xtn3l.jpg,http://ww3.sinaimg.cn/large/b87199e7ly1hl9ss1q01yj20gk0zlmzi.jpg,http://ww4.sinaimg.cn/large/b87199e7ly1hl9ss1uapaj20u01cn7ae.jpg,http://ww4.sinaimg.cn/large/b87199e7ly1hl9ss1q2wij20h50kl40j.jpg",False,无,无,2023-12-29 10:49,微博网页版,0,0,0
Nzej9qrg0,"转发理由:#微博辟谣# 清远市公安局清新分局查处一起恶意发布诽谤烈士谣言的案件  
原始用户: 清远日报
转发内容: #清远新闻#【恶意诽谤烈士 清新一网友被拘留】 12月27日，记者从清远市公安局清新分局获悉，该局查处一起恶意发布诽谤烈士谣言的案件，网民黎某某被处以行政拘留5日的处罚。恶意诽谤烈士 清新一网友被拘留  原图 ",,无,https://wx2.sinaimg.cn/large/8241621agy1hl9im5g487j21b90nmaft.jpg,False,无,无,2023-12-28 16:47,微博网页版,0,0,0
NzdSy2CPX,"转发理由:#微博辟谣# 石家庄警方依法行政处罚编造大雪停课放假谣言网民  
原始用户: 石家庄网警
转发内容: 【石家庄警方依法行政处罚编造大雪停课放假谣言网民】#净网2023#  石家庄警方依法行政处罚编造大雪停课放假谣言网民  ",,无,无,False,无,无,2023-12-28 15:42,微博网页版,0,0,0
NzdO5gC2q,"转发理由:#微博辟谣# 网传“深圳一中年数学教师为救重病儿子而跪地乞讨”？情况不实！  
原始用户: 深圳网络辟谣
转发内容: #深圳网络辟谣# 【网传一教师跪地乞讨？情况不实！】#网传一教师跪地乞讨系谣言# 12月27日，多网帖发布“深圳一中年数学教师为救重病儿子而跪地乞讨”的内容，相关图片中，一位身着西装的男子当街跪地，面前摆着乞讨用的纸板文案、收款二维码等物品。经核实，该情况不属实。同时， 经网上对比，帖文中该男子乞讨所用的纸板文案，与2021年一媒体报道外地“跪地男教师”事件中的纸板文案一致。公安机关提示：网络不是法外之地，请广大网民严格遵守相关法律法规，自觉规范个人网上言行，做到“不信谣、不传谣、不造谣”，共同携手维护网络空间秩序。对于歪曲事实、造谣传谣的违法行为，公安机关将依法严肃处理。（记者 靳家兴） [组图共2张] 原图 ",,无,"http://ww3.sinaimg.cn/large/008AGxEmgy1hl9gke3palj30x91jhqig.jpg,http://ww1.sinaimg.cn/large/008AGxEmgy1hl9gke4boyj30xc14kn9z.jpg",False,无,无,2023-12-28 15:31,微博网页版,0,0,0
NzdF9AS46,"转发理由:#微博辟谣# 钟南山辟谣代言膏药  
原始用户: 中国新闻网
转发内容: #钟南山辟谣代言膏药#【#钟南山称未代言任何产品#】近日，有消费者反映，其在买膏药时发现店铺的相关产品宣传图片中有钟南山、李兰娟等照片。据央广网消息，25日，有商家对记者表示，这些图片仅是展示，并非名人代言。27日，钟南山表示，他从未为任何商家包括电商代言、推荐过任何产品。同时，他认为，违法使用他人肖像做商业用途代言和推荐宣传，也会对消费者产生误导，侵害消费者的合法权益。钟南山院士团队的委托律师表示，已向平台发送律师函，正在维权。#中新真探#（央广网） 原图 ",,无,https://wx4.sinaimg.cn/large/001WLsZ7ly1hl9gr8hi0dj60sy0w67c902.jpg,False,无,无,2023-12-28 15:09,微博网页版,0,0,0
NzdxFhhOp,"转发理由:#微博辟谣# 一网民编造积石山地震后政府救灾不力、救灾物资被侵吞，发放不公等虚假信息被行拘  
原始用户: 临夏网警
转发内容: 发布了头条文章：《【临夏警讯】编造散布谣言，行拘！》  【临夏警讯】编造散布谣言，行拘！  ",,无,无,False,无,无,2023-12-28 14:50,微博网页版,1,0,0
NzdkjalMF,"转发理由:#微博辟谣# 网民造谣甘肃地震系核试验导致的被行拘  
原始用户: 中国新闻网
转发内容: 【#网民借甘肃地震造谣博流量被行拘#】#网民造谣甘肃地震系核试验导致被行拘#据公安部网安局：近日，北京市公安局网安总队在工作中发现，网民魏某某通过微信群编造发布不当言论称：“甘肃地震是地下核试验导致的”。经查，魏某某在群中出于开玩笑的目的，故意编造不实信息，造成恶劣社会影响，扰乱社会公共秩序。最终，魏某某被处以行政拘留五日的处罚。19日，北京市昌平区网民沈某某发帖称：“预测近两天地震，甘肃积石山6.3级地震余震9场，最大的是6.3级，最小的3.1级”。沈某某为博人眼球、赚取流量，利用多家热门视频平台作为传播工具，捏造预测地震不实信息在网络媒体中扩散，严重扰乱了社会公共秩序。最终，沈某某被行拘7日。（公安部网安局） 原图 ",,无,https://wx2.sinaimg.cn/large/001WLsZ7ly1hl9km1anzxj614x6sxnpd02.jpg,False,无,无,2023-12-28 14:18,微博网页版,0,1,1
NzcCx4Jl1,"转发理由:#微博辟谣# 宝鸡交警：12月28日（星期一）限行1和6属虚假信息  
原始用户: 宝鸡交警
转发内容: 辟谣！今日有网民在朋友圈发布宝鸡交警抖音截屏传言12月28日（星期一）限行1和6。宝鸡交警官方抖音没有发布此内容，属虚假信息！请广大网民以不造谣、不信谣、不传谣！  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/756edaf7ly1hl8qe67wlfj20im0imgmq.jpg,http://ww3.sinaimg.cn/large/756edaf7ly1hl8qe6dpujj20p00xqmyf.jpg",False,无,无,2023-12-28 12:30,微博网页版,2,0,0
Nzcqodabc,"转发理由:#微博辟谣# 网传德阳市罗江区一镇工作人员集体脱岗系谣言  
原始用户: 微博罗江
转发内容: 辟谣！网传德阳市罗江区一镇工作人员集体脱岗系谣言12月27日，今日头条用户“潇洒雪梨IT”发布了一篇信息，内容为“针对网友反映的四川一镇工作人员集体脱岗事件，四川省德阳市罗江区有关部门迅速核实情况并进行处理。据悉，网传视频所涉镇为德阳市罗江区鄢家镇石桥村和御营镇双山村。.............”经核查，我区鄢家镇、御营镇无石桥村和双山村，今年亦未发生过集体脱岗事件，该自媒体文章内容为杜撰编造，纯属谣言。再次提醒广大自媒体用户坚守底线，不为博眼球、蹭热度故意编造未经证实的事件，广大网民要谨慎辨别网络谣言，不造谣、不信谣、不传谣！ 原图 ",,无,https://wx1.sinaimg.cn/large/bb03b9dfgy1hl98yd1wr5j20yz22anfv.jpg,False,无,无,2023-12-28 12:00,微博网页版,0,0,0
Nzc20gJgg,#微博辟谣# 微博谣言治理公告（九）微博一直致力于营造安全、文明、友善的社区生态环境，长期以来秉持严厉态度对网络谣言予以坚决打击。为进一步加强对站内不实信息的有效治理，站方持续开展网络谣言专项治理工作，现将一周（12.18-12.24）治理情况公示如下：站方依据《微博社区公约》等相关规定，对巡查发现到的“临夏19日夜间还有一次8.2级剧烈余震”、“近期南京过江隧道多车连环追尾”等24类在全网流传的典型谣言予以辟除，共清理相关违规内容1980条，处置账号113个。其中，对最早发布相关谣言的微博账号@八一好莱坞@铁骑不在仙界跳绳 予以关闭账号处置。站方将积极履行主体责任，不断完善微博辟谣工作机制，强化信息识别，加大溯源力度，对谣言信息及时打标签加以引导，对违规账号从严快速予以处置。同时也呼吁广大用户，理性讨论，友善发言，不造谣、不信谣、不传谣，与站方一道维护风清气正的网络环境。发现相关违规线索，用户可通过前台举报投诉入口和@微博管理员 方式进行举报，我们将及时予以处置。#微博社区公告# ,,无,无,True,无,无,2023-12-28 11:00,微博网页版,29,39,16
NzbYbc7PN,"转发理由:#微博辟谣# #四川云辟谣#【熊猫斩谣（2023年12月27日）】  
原始用户: 四川辟谣
转发内容: #四川云辟谣# 【熊猫斩谣（2023年12月27日）】#微博辟谣#家里放洋葱可以预防流感？洗草莓建议不要摘掉草莓蒂！如何健康吃肉？今天有没有你相信了的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。   熊猫斩谣（2023年12月27日）  ",,无,无,False,无,无,2023-12-28 10:50,微博网页版,0,0,0
NzbLa7irz,"转发理由:#微博辟谣# #谎称倒卖赈灾羽绒服者已被刑拘#  
原始用户: 宿州公安在线
转发内容: 【#谎称倒卖赈灾羽绒服者已被刑拘#】近日，宿州网民刘某辉（男，26岁，无业）在某二手交易平台发布“售卖某品牌捐赠甘肃地震灾区羽绒服”的帖文。经公安机关调查，刘某辉为博人眼球、吸引流量，故意借近期救灾热点事件编造谣言信息，造成不良社会影响。目前，刘某辉已被公安机关依法刑事拘留，案件正在进一步侦办中。警方提醒：互联网不是法外之地，请广大网民不造谣、不信谣、不传谣，共同维护健康清朗的网络环境，对在网上蓄意编造、传播散布谣言，扰乱公共秩序等违法犯罪行为，公安机关将依法严厉打击。 原图 ",,无,https://wx2.sinaimg.cn/large/794f74c2ly1hl97frbiz4j20jg09rtfi.jpg,False,无,无,2023-12-28 10:18,HUAWEI P40 Pro 5G,2,1,0
Nz5yYfXZt,"转发理由:#微博辟谣#【真知识丨冬季地震若遇险如何自救？】  
原始用户: 中国互联网联合辟谣平台
转发内容: #联合辟谣##微博辟谣#【真知识丨冬季地震若遇险如何自救？】强烈的地震往往会引发一系列次生灾害，加上现在正值冬季，若遇险如何安全自救？真真今天来告诉你。详戳↓↓↓ 中国互联网联合辟谣平台的微博视频  ",,无,无,False,无,无,2023-12-27 18:32,微博网页版,1,0,0
Nz5tMd1ZN,"转发理由:#微博辟谣# 官方回应企业用积分代替工资：企业未对员工实行这一措施  
原始用户: 极目新闻
转发内容: 【#官方回应企业用积分代替工资#：企业未对员工实行这一措施】近日，有网友爆料称，江苏苏州吴江区一家企业以发放积分代替工资，此事引发热议，不少网友对此举表示不解。12月27日，该公司负责人王先生告诉极目新闻记者，上述积分兑换工资的规定并非针对公司员工，而是面向为公司提供帮助的好友或其他单位。公司按时发放了员工工资，没有拖欠。吴江区劳动保障监察大队相关负责人称，经查，涉事企业未实行过这一措施，网传情况不属实。http://t.cn/A6lYIEGZ 原图 ",,无,https://wx1.sinaimg.cn/large/001SsZ0Mgy1hl8h9utacaj60xc13p42c02.jpg,False,无,无,2023-12-27 18:19,微博网页版,1,1,0
Nz57oo1x5,"转发理由:#微博辟谣# 一男子发布网络谣言被古城警方行政拘留  
原始用户: 古城融媒
转发内容: 【#丽江[超话]#一男子发布#网络谣言# 被古城警方行政拘留】2023年12月17日，聂某某看见古城区金山街道路上发生了一起交通事故，于是用自己手机拍摄现场视频保存。12月24日晚，聂某某为了在网上博取关注，在不清楚该事故伤亡人数的情况下自行编辑现场视频并配文，“XX路十七日晚发生重大交通事故造成四死一伤”，在某短视频平台发布了该不实信息，造成不良影响。经公安机关依法调查，聂某某对违法行为供认不讳。目前，公安机关已对聂某某处以行政拘留3日的处罚，并责令其删除相关视频。 原图 ",,无,https://wx3.sinaimg.cn/large/007WPRzYly1hl8fin9pqqj30u00k0408.jpg,False,无,无,2023-12-27 17:24,微博网页版,5,0,1
Nz4I3nUuh,"转发理由:#微博辟谣#山西一网民因编造网络谣言被依法查处！  
原始用户: 临汾网警
转发内容: 山西高某某因编造网络谣言被依法查处！ 山西高某某因编造网络谣言被依法查处！  ",,无,无,False,无,无,2023-12-27 16:21,微博网页版,1,0,0
Nz3RmrocS,"转发理由:#微博辟谣# 乌鲁木齐警方查处一起编造地震虚假谣言的案件  
原始用户: 乌鲁木齐网警
转发内容: 发布了头条文章：《乌鲁木齐警方查处一起传播网络谣言案件》  乌鲁木齐警方查处一起传播网络谣言案件  ",,无,无,False,无,无,2023-12-27 14:12,微博网页版,1,0,0
